Velocidad [RPM];Voltaje[V];Corriente[A];Temperatura[°C];lat;lon;Velocidad[GPS: km/h];Satelites; Altitud; Hora; Minutos; Year
240;49.21332169;9.86184941;38.40179097;4.796628667;-75.68685333;11.24164;9;1509;19;59;2024
240;49.71812831;8.63947146;35.23805219;4.796724833;-75.68678483;11.33424;9;1508.3;19;59;2024
180;49.85951653;7.44787051;35.17163266;4.796724833;-75.68678483;11.33424;9;1508.3;19;59;2024
240;50.09620929;6.8969667;34.21952159;4.796816667;-75.68671017;9.68596;9;1508.2;19;59;2024
240;50.05743537;5.35084758;35.04758052;4.796816667;-75.68671017;9.68596;9;1508.2;19;59;2024
240;50.6428691;2.98624251;34.50674;4.796910167;-75.686665;8.59328;9;1506.6;19;59;2024
240;50.61470851;5.60885421;33.81981432;4.796910167;-75.686665;8.59328;9;1506.6;19;59;2024
240;49.75410518;9.43553595;35.67493555;4.7970885;-75.68664233;13.48256;9;1505.9;19;59;2024
240;49.29746034;8.22087005;34.73122077;4.7970885;-75.68664233;13.48256;9;1505.9;19;59;2024
240;51.2894858;0.591818;36.93246035;4.797196;-75.68662433;14.27892;9;1504.8;19;59;2024
240;51.17191778;0.65512517;36.57761779;4.797196;-75.68662433;14.27892;9;1504.8;19;59;2024
180;51.44655262;-0.02523073;35.72003138;4.797401167;-75.68660667;13.40848;9;1502.4;19;59;2024
240;51.4668598;0;34.14024049;4.797401167;-75.68660667;13.40848;9;1502.4;19;59;2024
60;51.48365247;-0.03275433;34.75206846;4.797401167;-75.68660667;13.40848;9;1502.4;19;59;2024
240;51.17756831;0;36.729344;4.797573;-75.68661083;8.7044;8;1498.6;20;0;2024
180;50.34428186;2.61632259;39.43374306;4.797617333;-75.6866135;8.13028;9;1497.6;20;0;2024
300;51.47725329;-0.00497143;37.18172668;4.797617333;-75.6866135;8.13028;9;1497.6;20;0;2024
240;51.50981963;0;33.92082413;4.797697;-75.68663083;7.44504;9;1496.1;20;0;2024
120;51.52049089;-0.01510387;34.65874403;4.797716833;-75.68664167;6.16716;8;1495.8;20;0;2024
180;51.53302041;0;34.21435208;4.797716833;-75.68664167;6.16716;8;1495.8;20;0;2024
60;51.54629858;-0.01340513;34.04974908;4.797787;-75.686661;1.87052;8;1495.8;20;0;2024
0;51.55230265;0;34.22984122;4.797818333;-75.68666133;0.11112;9;1495.1;20;0;2024
0;51.56181379;-0.01562173;33.05641003;4.797842833;-75.68666;0.24076;9;1494.5;20;0;2024
0;51.56915919;0;33.94846641;4.797872333;-75.686672;0.01852;9;1494.5;20;0;2024
0;51.57830195;-0.01577667;34.26269138;4.797884;-75.6866765;0.01852;9;1494.5;20;0;2024
0;51.5794383;0;35.90878558;4.797893833;-75.68668083;0.1852;6;1494;20;0;2024
0;51.59140633;-0.01666582;33.66964035;4.797902833;-75.68668317;0.14816;6;1494;20;0;2024
0;51.59181333;0;32.73407377;4.79792;-75.68668583;0.35188;6;1493.9;20;0;2024
0;51.60173297;-0.01605025;34.91313908;4.797928667;-75.68668617;0.22224;6;1494.5;20;0;2024
0;51.61450609;0;35.8787382;4.797936;-75.68668533;0.07408;6;1495.1;20;0;2024
0;51.61717836;-0.0162373;34.64575768;4.797942;-75.68668333;0.07408;6;1495.7;20;0;2024
0;51.63645317;0;33.57101415;4.7979525;-75.68668217;0.14816;6;1496.6;20;0;2024
0;51.63738602;-0.0132125;34.75929341;4.797956833;-75.6866805;0.01852;6;1496.7;20;0;2024
0;51.64507901;0;31.88989716;4.797961;-75.68668;0.01852;6;1496.7;20;0;2024
0;51.65567154;-0.00882955;33.62357037;4.797961;-75.68668;0.01852;6;1496.7;20;0;2024
0;51.65307948;0;34.49710293;4.797978;-75.686682;0.07408;6;1496.1;20;0;2024
0;51.65390389;-0.0173777;34.23499137;4.797984;-75.6866815;0.0926;6;1495.4;20;0;2024
0;51.65687918;0;34.63366008;4.797984;-75.6866815;0.0926;6;1495.4;20;0;2024
0;51.66865856;-0.0099532;33.5650025;4.797984;-75.6866815;0.0926;6;1495.4;20;0;2024
0;51.67336438;0;34.8861835;4.797994167;-75.68668167;0.05556;6;1493.8;20;0;2024
0;51.680432;-0.01615355;35.6192911;4.797998167;-75.6866835;0.05556;6;1493.2;20;0;2024
0;51.67731708;0;33.3430676;4.797998167;-75.6866835;0.05556;6;1493.2;20;0;2024
0;51.68362566;-0.0181175;32.86448597;4.797998167;-75.6866835;0.05556;6;1493.2;20;0;2024
0;51.68978272;0;34.63645516;4.798010667;-75.6866855;0.22224;6;1491;20;0;2024
0;51.69336407;-0.00889375;32.9435573;4.798013167;-75.686685;0.31484;6;1490.5;20;0;2024
0;51.70383034;0;34.21642066;4.7980175;-75.68668583;0.05556;6;1490.5;20;0;2024
0;51.70049557;-0.00681255;34.46124173;4.7980195;-75.68668617;0.07408;6;1490.5;20;0;2024
0;51.7066764;0;31.33156406;4.798021333;-75.68668533;0.07408;6;1488.7;20;0;2024
0;51.70941997;-0.00424699;34.40437224;4.798023167;-75.68668433;0.0926;6;1488.3;20;0;2024
0;51.71895043;0;34.2596228;4.798026667;-75.6866815;0.05556;6;1488.3;20;0;2024
0;51.71906926;-0.00621373;34.69469323;4.798028333;-75.68668;0.12964;6;1487.1;20;0;2024
0;51.72117856;0;34.08297828;4.798029833;-75.686678;0.05556;6;1486.7;20;0;2024
0;51.72954147;-0.00480114;34.36368129;4.798031333;-75.68667583;0.03704;6;1486.4;20;0;2024
0;51.73041044;0;33.2807339;4.798034167;-75.68667083;0.05556;6;1485.9;20;0;2024
0;51.72614135;-0.01618425;33.21235166;4.798037167;-75.68666567;0.16668;6;1485.7;20;0;2024
0;51.72109092;0;35.52859196;4.798037167;-75.68666567;0.16668;6;1485.5;20;0;2024
0;51.73099273;-0.01908203;31.62944747;4.798038667;-75.6866635;0.16668;6;1485.2;20;0;2024
0;51.73034509;0;33.42695062;4.798041667;-75.68665867;0.12964;6;1484.7;20;0;2024
0;51.73268165;-0.00765704;34.43290769;4.798043333;-75.68665633;0.16668;6;1484.5;20;0;2024
0;51.74200266;0;33.54087484;4.798045;-75.686655;0.16668;6;1484.2;20;0;2024
0;51.7440362;-0.01028681;32.99010967;4.798045;-75.686655;0.16668;6;1484.2;20;0;2024
0;51.7472254;0;35.48009967;4.798049833;-75.68665167;0.07408;6;1483.2;20;1;2024
0;51.74852069;-0.00465597;34.15705745;4.798052833;-75.6866515;0.01852;6;1482.8;20;1;2024
0;51.74914011;0;32.45632979;4.798052833;-75.6866515;0.01852;6;1482.8;20;1;2024
0;51.75061958;-0.00831308;33.98686747;4.798052833;-75.6866515;0.01852;6;1482.8;20;1;2024
0;51.75350576;0;34.63459199;4.798057833;-75.68665017;0.2778;6;1482.2;20;1;2024
0;51.75521993;-0.01375688;34.665221;4.798059333;-75.68664833;0.22224;6;1481.7;20;1;2024
0;51.74386092;0;32.80538325;4.798059333;-75.68664833;0.22224;6;1481.7;20;1;2024
0;51.75709899;-0.00880721;33.96167148;4.798059333;-75.68664833;0.22224;6;1481.7;20;1;2024
0;51.7526858;0;33.83341952;4.798066333;-75.6866545;0.24076;6;1481.8;20;1;2024
0;51.76139334;-0.00828517;35.65321075;4.798067667;-75.68665517;0.07408;6;1481.6;20;1;2024
0;51.76909078;0;33.29224634;4.7980695;-75.686652;0.05556;6;1481.6;20;1;2024
0;51.75909836;-0.01795698;32.71103342;4.798070167;-75.686652;0.11112;6;1481.6;20;1;2024
0;51.75222978;0;34.93732078;4.798070667;-75.68665233;0.0926;6;1480.3;20;1;2024
0;51.77285038;-0.00615929;32.79120451;4.798071667;-75.6866505;0.16668;6;1479.8;20;1;2024
0;51.77772998;0;33.30627821;4.798073;-75.68665883;0.14816;6;1479.8;20;1;2024
0;51.77063265;-0.00879186;32.70381107;4.798073667;-75.68666433;0.03704;8;1480.3;20;1;2024
0;51.78136778;0;34.48357171;4.798075;-75.68666617;0.01852;8;1480.2;20;1;2024
0;51.78201839;-0.01013606;33.30882487;4.798076333;-75.68666983;0.07408;8;1479.9;20;1;2024
0;51.77514387;0;31.94553424;4.798079833;-75.686673;0.01852;8;1479;20;1;2024
0;51.79071256;-0.00421209;33.72916963;4.798084333;-75.6866715;0.05556;8;1478.4;20;1;2024
0;51.78495804;0;32.72832382;4.798084333;-75.6866715;0.05556;8;1477.7;20;1;2024
0;51.77454079;-0.01271;32.57938562;4.798086333;-75.68667;0.05556;8;1477.2;20;1;2024
0;51.78381872;0;32.72688528;4.7980905;-75.6866665;0.01852;8;1475.8;20;1;2024
0;51.78880676;-0.01419099;35.16516552;4.798092667;-75.68666483;0.03704;8;1475.1;20;1;2024
0;51.78935785;0;35.49707657;4.798094667;-75.68666333;0.03704;8;1474.6;20;1;2024
0;51.78643603;-0.01163799;33.58540921;4.798094667;-75.68666333;0.03704;8;1474.6;20;1;2024
0;51.79058629;0;32.96278083;4.7980995;-75.68666017;0.0926;8;1473.2;20;1;2024
0;51.79663047;-0.00305633;34.11700593;4.798101;-75.68666283;0.11112;8;1473;20;1;2024
0;51.798563;0;34.62993018;4.798101;-75.68666283;0.11112;8;1473;20;1;2024
0;51.80051781;-0.00662411;33.59378494;4.798101;-75.68666283;0.11112;8;1473;20;1;2024
0;51.79052836;0;34.64761553;4.798105833;-75.68665983;0.11112;8;1472.3;20;1;2024
0;51.78618351;-0.006257;33.28201448;4.798106833;-75.68665833;0.0926;8;1472.2;20;1;2024
0;51.80109713;0;32.81810887;4.798106833;-75.68665833;0.0926;8;1472.2;20;1;2024
0;51.79625911;-0.01137417;33.45662638;4.798106833;-75.68665833;0.0926;8;1472.2;20;1;2024
0;51.79563821;0;34.17589566;4.798111;-75.68665083;0.11112;8;1471.5;20;1;2024
0;51.80181904;-0.00903613;33.97812055;4.798112;-75.68664867;0.07408;8;1471.2;20;1;2024
0;51.80074657;0;34.76199926;4.798114667;-75.68664683;0.05556;8;1471.2;20;1;2024
0;51.79753063;-0.01717391;34.36168585;4.798116;-75.68664667;0.01852;8;1471.2;20;1;2024
0;51.80106445;0;34.25552779;4.798117333;-75.68664683;0.0926;9;1471;20;1;2024
0;51.80271326;-0.00745464;33.32661219;4.798118833;-75.6866475;0.1852;9;1470.9;20;1;2024
0;51.80290191;0;32.83220946;4.7981215;-75.68664733;0.0926;9;1470.9;20;1;2024
0;51.80689026;-0.00665203;34.50674;4.7981225;-75.68664667;0.03704;9;1470.7;20;1;2024
0;51.81013888;0;31.97563719;4.798123833;-75.68664567;0.0926;9;1470.7;20;1;2024
0;51.81024434;-0.01064694;34.82282407;4.798125167;-75.68664567;0.03704;9;1470.7;20;1;2024
0;51.8053172;0;34.76290079;4.798127833;-75.68664283;0.0926;9;1470.4;20;1;2024
0;51.80963829;-0.01133928;32.82657414;4.798128333;-75.686646;0.14816;9;1470.4;20;2;2024
0;51.80599604;0;34.92438571;4.798128333;-75.686646;0.14816;9;1470.4;20;2;2024
0;51.80229437;-0.0097201;34.09257649;4.798129333;-75.68664717;0.14816;9;1470.4;20;2;2024
0;51.81003193;0;33.82435413;4.798131167;-75.68665167;0.01852;9;1470.2;20;2;2024
0;51.81808736;-0.01091773;34.07014646;4.7981325;-75.68665383;0.24076;9;1470.3;20;2;2024
0;51.8168307;0;32.47755423;4.798133333;-75.68665417;0.24076;9;1470.2;20;2;2024
0;51.81489668;-0.00822654;34.70111053;4.798133333;-75.68665417;0.24076;9;1470.2;20;2;2024
0;51.8154849;0;32.37824872;4.798137333;-75.68665617;0.03704;9;1469.8;20;2;2024
0;51.81731197;-0.00477741;34.04759623;4.798138;-75.68665533;0.12964;9;1469.6;20;2;2024
0;51.81792842;0;32.38903729;4.798138;-75.68665533;0.12964;9;1469.6;20;2;2024
0;51.81840078;-0.00544462;34.60653741;4.798138;-75.68665533;0.12964;9;1469.6;20;2;2024
0;51.82322097;0;34.77819439;4.798142333;-75.68666083;0.12964;9;1469.1;20;2;2024
0;51.81589191;-0.01010814;33.39333218;4.798143167;-75.68666217;0.0926;9;1468.9;20;2;2024
0;51.82620815;0;33.67316441;4.798143167;-75.68666217;0.0926;9;1468.9;20;2;2024
0;51.81710847;-0.00516406;35.1047909;4.798143167;-75.68666217;0.0926;9;1468.9;20;2;2024
0;51.82077597;0;31.61162986;4.798146167;-75.68666917;0.01852;9;1468.7;20;2;2024
0;51.81798338;-0.00822375;34.38258903;4.798147;-75.68667267;0.07408;9;1468.7;20;2;2024
0;51.82962016;0;32.39211553;4.798148333;-75.68667917;0.16668;9;1468.7;20;2;2024
0;51.83242463;-0.00260128;33.26148256;4.798148667;-75.68668133;0.03704;9;1468.7;20;2;2024
0;51.82941369;0;33.90860481;4.798149;-75.68668217;0.07408;9;1468.5;20;2;2024
0;51.82923989;0.00037605;35.64053113;4.798149333;-75.68668267;0.11112;9;1468.3;20;2;2024
0;51.83559749;-0.00093744;31.68607484;4.79815;-75.68668283;0.14816;9;1468.3;20;2;2024
0;51.84149907;0;34.02167616;4.798150333;-75.6866835;0;9;1467.9;20;2;2024
0;51.8280575;-0.00587733;32.72400693;4.798150333;-75.686685;0.01852;9;1467.5;20;2;2024
0;51.83824154;0;33.64371106;4.798150333;-75.686687;0.07408;8;1466.8;20;2;2024
0;51.8325405;-0.00860481;31.54880656;4.79815;-75.68669033;0.3704;9;1466.7;20;2;2024
0;51.83580545;0;32.25013807;4.79815;-75.6866935;0.16668;9;1466.8;20;2;2024
0;51.83532269;-0.00661015;31.87802007;4.79815;-75.68669583;0.16668;9;1466.9;20;2;2024
0;51.84509527;0;33.16401029;4.79815;-75.68670033;0.0926;9;1467;20;2;2024
0;51.84128516;-0.00330479;32.28325378;4.79815;-75.68670233;0.0926;9;1467;20;2;2024
0;51.8473739;0;30.9890635;4.798149833;-75.68670217;0.0926;9;1466.9;20;2;2024
0;51.84564784;-0.00363561;34.20710389;4.798149833;-75.68670217;0.0926;9;1466.9;20;2;2024
0;51.84369749;0;33.41950128;4.7981495;-75.68670433;0.03704;9;1467.2;20;2;2024
0;51.84367669;-0.00176936;35.46006269;4.798149167;-75.68670633;0.12964;9;1467.2;20;2;2024
0;51.8525491;0;34.48647513;4.798149167;-75.68670633;0.12964;9;1467.2;20;2;2024
0;51.84969264;-0.00003991;33.2909686;4.798149167;-75.68670633;0.12964;9;1467.2;20;2;2024
0;51.85746584;0;31.95391338;4.798148333;-75.6867105;0.01852;9;1466.9;20;2;2024
0;51.85381023;-0.00488907;32.41667436;4.798147833;-75.6867115;0.05556;9;1467;20;2;2024
0;51.85281054;0;33.55657259;4.798147333;-75.68671383;0.05556;9;1467;20;2;2024
0;51.85964496;0.00147458;30.59509952;4.798147167;-75.68671483;0.01852;9;1467;20;2;2024
0;51.85348046;-0.00171632;33.38958145;4.798146833;-75.68671583;0.05556;9;1467.6;20;2;2024
0;51.8561052;0;32.0369809;4.798146667;-75.68671617;0.01852;9;1467.9;20;2;2024
0;51.86038321;-0.00163396;32.6148355;4.798146667;-75.68671517;0.03704;9;1467.8;20;2;2024
0;51.85616462;0;33.494672;4.798146667;-75.68671467;0.07408;9;1467.9;20;2;2024
0;51.86208104;0.00367444;35.3141411;4.798146667;-75.686713;0.07408;9;1468;20;2;2024
0;51.85763221;0.00071385;32.03862895;4.798145833;-75.68671333;0.12964;9;1468.8;20;2;2024
0;51.86053918;0.0111101;35.16840054;4.798145;-75.686714;0.12964;9;1469;20;2;2024
0;51.86751025;0.00644658;34.11064675;4.798144333;-75.68671417;0.03704;9;1469.6;20;3;2024
0;51.86820395;0.00062451;33.83341952;4.798144333;-75.68671417;0.03704;9;1469.6;20;3;2024
0;51.85718807;0.0000564;33.26148256;4.7981445;-75.686712;0.14816;9;1470.3;20;3;2024
0;51.86759492;-0.00000362;31.13088754;4.7981445;-75.686712;0.14816;9;1470.3;20;3;2024
0;51.86631449;0;32.9969175;4.798145;-75.686709;0.05556;9;1470.8;20;3;2024
0;51.86361548;0.00258149;32.53321944;4.798145167;-75.686708;0.03704;9;1470.9;20;3;2024
0;51.86495236;-0.00164513;33.52876215;4.798145167;-75.686708;0.03704;9;1470.9;20;3;2024
0;51.8632679;0;34.40437224;4.798145667;-75.68670517;0.05556;9;1471.1;20;3;2024
0;51.85896166;-0.00018089;34.55647884;4.798145833;-75.68670433;0.03704;9;1471.1;20;3;2024
0;51.8610977;0;33.11250964;4.798145833;-75.68670433;0.03704;9;1471.1;20;3;2024
0;51.86620606;-0.00076016;31.65075195;4.7981475;-75.6867065;0.03704;9;1471.1;20;3;2024
0;51.87144216;0;32.53471535;4.798148667;-75.68670717;0.03704;9;1471.2;20;3;2024
0;51.87449618;-0.00095;34.90098952;4.7981495;-75.68670733;0.01852;9;1471.1;20;3;2024
0;51.86755927;0;32.09924482;4.7981505;-75.68670683;0.03704;9;1471.1;20;3;2024
0;51.87273596;-0.00305214;32.40747875;4.798151167;-75.68670667;0.0926;9;1470.9;20;3;2024
0;51.86554356;0;31.73514311;4.798152;-75.6867065;0.07408;9;1470.9;20;3;2024
0;51.86876692;-0.00256778;33.64843679;4.798152667;-75.68670633;0.07408;9;1470.8;20;3;2024
0;51.87408621;0;34.59337621;4.798153833;-75.686707;0.01852;9;1470.7;20;3;2024
0;51.8757068;0.00172025;33.42446886;4.798154333;-75.68670767;0.01852;9;1470.7;20;3;2024
0;51.87362573;-0.0011859;32.10738249;4.798154333;-75.68670767;0.01852;9;1470.7;20;3;2024
0;51.88496543;0;31.09184362;4.798156;-75.68670833;0.03704;9;1471;20;3;2024
0;51.88412616;0.00250472;32.39211553;4.798156667;-75.6867085;0.11112;9;1471.3;20;3;2024
0;51.88013781;-0.00057173;32.07148148;4.798156667;-75.6867085;0.11112;9;1471.3;20;3;2024
0;51.89167507;0;31.6983837;4.798157667;-75.6867085;0.01852;9;1471.9;20;3;2024
0;51.88421232;-0.00275622;34.23704963;4.798158;-75.68670883;0;9;1472;20;3;2024
0;51.88215055;0;31.19857554;4.798158;-75.68670883;0;9;1472;20;3;2024
0;51.88586113;-0.00157813;32.84065018;4.798159;-75.68671017;0;9;1472;20;3;2024
0;51.88511545;0;33.46032224;4.798159333;-75.68671;0.01852;9;1472.3;20;3;2024
0;51.88425688;-0.00240028;32.23746621;4.798159833;-75.68670967;0;9;1472.4;20;3;2024
0;51.88894189;0;31.5596276;4.798161;-75.68670867;0.0926;9;1472.4;20;3;2024
0;51.8906427;0.00100977;33.62831759;4.798161667;-75.686708;0.05556;9;1473;20;3;2024
0;51.88649986;-0.00035258;33.05372194;4.798162167;-75.68670783;0.03704;9;1473.2;20;3;2024
0;51.88355279;0;31.50530789;4.798163167;-75.68670717;0.03704;9;1473.5;20;3;2024
0;51.89390617;0.00142294;33.87285886;4.798164167;-75.68670633;0.12964;9;1473.7;20;3;2024
0;51.88528776;-0.0044787;34.00104295;4.798164167;-75.68670633;0.12964;9;1473.9;20;3;2024
0;51.89210584;0;32.2390519;4.798165;-75.68670667;0.07408;9;1474.4;20;3;2024
0;51.89441715;0.00525872;31.80619689;4.798165833;-75.68670583;0.07408;9;1474.5;20;3;2024
0;51.8967656;0.00225207;33.51296668;4.798165833;-75.68670583;0.07408;9;1474.5;20;3;2024
0;51.88967272;-0.00220626;32.81810887;4.798168;-75.68670417;0.01852;10;1474.8;20;3;2024
0;51.89111952;0;34.32962473;4.798168667;-75.6867035;0.01852;10;1475;20;3;2024
0;51.88988811;-0.00247147;33.92304209;4.798168667;-75.6867035;0.01852;10;1475;20;3;2024
0;51.89465779;0;32.80962883;4.798170667;-75.68670083;0.03704;10;1475.2;20;3;2024
0;51.90737744;0.00899679;34.9269763;4.798171333;-75.68670067;0.05556;10;1475.4;20;3;2024
0;51.9013303;0.00499351;32.43806598;4.798171333;-75.68670067;0.05556;10;1475.4;20;3;2024
0;51.89969634;-0.00116775;34.6280639;4.798173667;-75.68670117;0.03704;10;1475.7;20;3;2024
0;51.90076435;0;34.12758311;4.798173667;-75.68670117;0.03704;10;1475.7;20;3;2024
0;51.90007363;0.00357393;33.06178163;4.798173667;-75.68670117;0.03704;10;1475.7;20;3;2024
0;51.90243396;0.00450357;31.89667218;4.798175833;-75.686699;0.31484;10;1475.7;20;4;2024
0;51.91022054;0.00273503;32.07475542;4.798175833;-75.68669833;0.07408;10;1475.7;20;4;2024
0;51.9011669;0.00190869;33.13899081;4.798176167;-75.68669767;0.01852;10;1476.2;20;4;2024
0;51.90842763;0.00409877;34.52881692;4.798177167;-75.68669617;0;10;1476.2;20;4;2024
0;51.91365334;0.01066483;34.04759623;4.7981775;-75.686695;0.03704;10;1476.2;20;4;2024
0;51.91651575;0.0151748;30.70709971;4.798176667;-75.68669167;0.03704;10;1476.2;20;4;2024
0;51.91295371;0.00769726;32.41207864;4.798176667;-75.68669017;0.0926;10;1476;20;4;2024
0;51.91394448;0.00726595;31.18702914;4.798176833;-75.68668683;0.01852;10;1476;20;4;2024
0;51.91999014;0.00766097;31.39318034;4.798176833;-75.686685;0.14816;10;1475.4;20;4;2024
0;51.91447329;0.00654569;33.87958387;4.798177167;-75.68668167;0.14816;10;1475.4;20;4;2024
0;51.91388061;0.00310912;33.7280101;4.7981775;-75.68668083;0.25928;10;1474.5;20;4;2024
0;51.90688874;0.00138525;33.02675688;4.7981785;-75.68667983;0.12964;10;1474.5;20;4;2024
0;51.90963082;0.00398292;31.43756746;4.798179167;-75.68667933;0.03704;10;1473.9;20;4;2024
0;51.91089195;0.00184448;34.48550756;4.798179667;-75.686678;0.12964;10;1473.9;20;4;2024
0;51.91209959;0.00463478;33.88741648;4.798179833;-75.68667733;0.12964;10;1473.2;20;4;2024
0;51.91501547;0.00797643;33.17843439;4.798179333;-75.68667567;0.11112;10;1472.9;20;4;2024
0;51.91300867;-0.00143296;33.02675688;4.798178667;-75.68667467;0.07408;10;1472.7;20;4;2024
0;51.91648752;0;34.72485335;4.798178167;-75.68667367;0.11112;10;1472.5;20;4;2024
0;51.91476592;0.00109073;33.22662728;4.7981775;-75.68667283;0.14816;10;1472.5;20;4;2024
0;51.91631521;0.00838123;34.53646713;4.798177667;-75.6866735;0.07408;10;1472.6;20;4;2024
0;51.92628238;0.0059371;33.91527421;4.798178;-75.68667117;0.1852;10;1472.6;20;4;2024
0;51.92593925;0.00482182;34.05190082;4.798178;-75.68667117;0.1852;10;1472.4;20;4;2024
0;51.91063645;-0.00275064;34.6252628;4.798180167;-75.68667033;0.0926;10;1472.1;20;4;2024
0;51.92020256;0;33.05641003;4.798180167;-75.68667033;0.0926;10;1472;20;4;2024
0;51.91301015;-0.00119846;32.24222182;4.798181167;-75.68667;0.0926;10;1471.9;20;4;2024
0;51.92243069;0;33.08053437;4.798183;-75.6866695;0.07408;10;1471.8;20;4;2024
0;51.92282878;0.00456498;33.64961743;4.798184167;-75.68666867;0.03704;10;1471.6;20;4;2024
0;51.92565256;0.00043747;34.53168748;4.798184167;-75.68666867;0.03704;10;1471.6;20;4;2024
0;51.91533781;-0.00280927;34.1591548;4.798184;-75.68666717;0.03704;10;1471.1;20;4;2024
0;51.92735931;0;34.72849317;4.798184;-75.68666717;0.03704;10;1471.1;20;4;2024
0;51.92673989;-0.00071689;33.45539376;4.798184;-75.68666717;0.03704;10;1471.1;20;4;2024
0;51.91760307;0;33.37078143;4.798184;-75.68666517;0.14816;10;1470.6;20;4;2024
0;51.92156469;-0.00109517;33.62357037;4.798184833;-75.686665;0.05556;10;1470.4;20;4;2024
0;51.92492619;0;32.69368192;4.798184833;-75.686665;0.05556;10;1470.4;20;4;2024
0;51.92506434;0.00238886;33.32788009;4.798189667;-75.68666583;0.20372;10;1470.4;20;4;2024
0;51.92402157;0.00121216;33.94295222;4.798190667;-75.68666533;0.2778;10;1469.6;20;4;2024
0;51.93641443;0.0045594;32.81528384;4.798194;-75.68666717;0.05556;10;1469.6;20;4;2024
0;51.9262809;-0.00085927;33.84020614;4.798194833;-75.68666783;0.14816;10;1468.9;20;4;2024
0;51.92939434;0;32.29267628;4.798196667;-75.68666933;0.01852;10;1468.9;20;4;2024
0;51.93171308;0.00599712;31.03277251;4.798198333;-75.68666833;0.61116;10;1468.9;20;4;2024
0;51.93263552;0.00945742;32.09924482;4.798199333;-75.686669;0.24076;10;1467.9;20;5;2024
0;51.93438535;0.00969611;34.24116306;4.798201667;-75.68666983;0.03704;10;1467.9;20;5;2024
0;51.93768892;0.00937786;35.35733461;4.798202833;-75.68667033;0.07408;10;1467.1;20;5;2024
0;51.93707544;0.00755907;34.13497125;4.798204667;-75.68667067;0.05556;10;1466.6;20;5;2024
0;51.93412094;0.00891723;33.71872281;4.798205333;-75.68667033;0.24076;10;1466.3;20;5;2024
0;51.9389649;0.00970867;32.15916444;4.798206667;-75.68667167;0.05556;10;1465.9;20;5;2024
0;51.93841826;0.00559931;31.479774;4.798206667;-75.686672;0.11112;10;1465.7;20;5;2024
0;51.93326089;0.00487347;31.93714181;4.798206333;-75.68667017;0.05556;10;1465.4;20;5;2024
0;51.93484434;0.00928434;33.37831072;4.798205667;-75.68666933;0;10;1465.4;20;5;2024
0;51.93715863;0.01092585;32.35040104;4.7982045;-75.68666767;0.01852;10;1465.5;20;5;2024
0;51.93984427;0.00551276;34.58300423;4.798204;-75.68666633;0.07408;10;1465.5;20;5;2024
0;51.93956055;0.0060376;33.36575501;4.7982015;-75.68666217;0.07408;10;1465.5;20;5;2024
0;51.94063451;0.00863248;32.66753943;4.7982015;-75.68666217;0.07408;10;1465.6;20;5;2024
0;51.94222985;0.0081886;32.80113396;4.7981985;-75.68665683;0.07408;10;1465.7;20;5;2024
0;51.94201595;0.00621348;34.08404583;4.7981985;-75.68665683;0.07408;10;1465.8;20;5;2024
0;51.94576961;0.00059241;34.53360004;4.798195833;-75.68665267;0.01852;10;1466;20;5;2024
0;51.92116511;0.00019459;32.03533234;4.798195833;-75.68665267;0.01852;10;1466.2;20;5;2024
0;51.94352959;0.00966959;32.86028818;4.798194667;-75.68665033;0.07408;10;1466.5;20;5;2024
0;51.94673216;0.00090787;32.69223319;4.798194;-75.68664883;0.07408;10;1466.7;20;5;2024
0;51.95194153;0.00736226;32.32084011;4.798192833;-75.686647;0.01852;10;1467;20;5;2024
0;51.94891424;0.00728688;32.12848113;4.798192333;-75.68664633;0.01852;10;1467.2;20;5;2024
0;51.93763248;-0.00015297;32.20724502;4.798191667;-75.6866445;0.05556;10;1467.4;20;5;2024
0;51.93977594;0;32.65295571;4.798191667;-75.68664433;0.05556;10;1467.7;20;5;2024
0;51.94182136;-0.00110354;33.56139162;4.798192;-75.6866455;0.05556;10;1467.9;20;5;2024
0;51.94483825;0;32.72976194;4.798190833;-75.6866455;0.05556;10;1468.1;20;5;2024
0;51.95093887;0.00162115;33.15480812;4.798190333;-75.68664417;0;10;1468.4;20;5;2024
0;51.95280307;0.00763584;32.55561126;4.798190333;-75.68664417;0;10;1468.4;20;5;2024
0;51.95553179;0.01202578;32.70381107;4.798192;-75.68664217;0.05556;10;1468.6;20;5;2024
0;51.94997186;0.00268199;34.49903221;4.798192;-75.68664217;0.05556;10;1468.6;20;5;2024
0;51.95592394;0.00873996;32.77698437;4.798193333;-75.6866405;0.05556;10;1468.7;20;5;2024
0;51.94914003;0.00866877;33.1521756;4.798193333;-75.6866405;0.05556;10;1468.7;20;5;2024
0;51.95616755;0.00805739;33.52390791;4.798194167;-75.68663667;0.05556;10;1468.9;20;5;2024
0;51.95079627;0.00441982;34.89402923;4.798194167;-75.68663667;0.05556;10;1468.9;20;5;2024
0;51.95579322;0.00114796;34.68366736;4.798196;-75.68663383;0.03704;10;1469.5;20;5;2024
0;51.94321617;0.00324312;34.6615212;4.798196;-75.68663383;0.03704;10;1469.5;20;5;2024
0;51.9517098;-0.00481091;34.87919577;4.7981965;-75.68663167;0.01852;10;1469.4;20;5;2024
0;51.94837949;0;34.37960946;4.7981965;-75.68663167;0.01852;10;1469.4;20;5;2024
